row_index,PC1,PC2,PC3,PC4,PC5,PC6
0,-0.6674883527614087,-0.5160082181472334,-0.84261266080774,0.07719077568709061,-0.3104762187064386,-0.1337183334689546
1,-0.37055907840155056,-2.514210297779109,1.0578052845013624,0.30453762367542775,0.2803488792374045,0.05137299824933308
2,0.013845820944794234,-3.210443344268962,1.3315571892674605,0.5065982293386282,0.3683630027470365,0.09325125563457537
3,0.059755646497501126,-3.281545393593187,1.352851666009068,0.5307825806941339,0.3758413214202345,0.10366379022837718
4,-0.46922979762990197,-2.3234500739160264,0.9905151704332882,0.2442770034101835,0.26652914714390286,0.036374571116624455
5,4.887120202548513,0.09936178229623224,0.5168290685515078,-1.07032277542148,-0.32153553923468775,-0.36956911423379
6,4.756749861642227,0.8841027722080418,0.5337965812302036,-1.5873591403296783,0.48679773380155233,0.4239071660222539
7,3.3469921790468673,1.4520197257064822,0.6612063946362617,-0.4630614932157249,1.493768146427471,-0.18292300505915224
8,2.689232597796739,2.0862075049402167,0.49560816939506197,-0.7046607002439226,1.2860793692683037,-0.2612014464934483
9,0.4349875195595252,0.9469792143164446,2.514977233084993,2.0821177214037223,-0.535094084304265,0.42745276646768987
10,0.1445221897902815,-3.437720306867616,1.4159278291359447,0.5753940953563214,0.39601052123606684,0.11155298208587983
11,0.14436958417390972,-3.437856304283228,1.4159153266046107,0.575263572391232,0.39596052941443005,0.11152686333906571
12,0.10373333304409889,-3.3589801034561004,1.3827100579959666,0.553794931121415,0.38723820038048784,0.10862074534449176
13,0.03149466970769823,-3.185378068198552,1.335522343731861,0.5258878144893011,0.3625920490043264,0.10300562488179588
14,0.14439210543885145,-3.437843440638381,1.4159030958711476,0.5752729035558125,0.3959773952747594,0.11152611401464245
15,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
16,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
17,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
18,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
19,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
20,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
21,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
22,0.1443682945675159,-3.4378586152727397,1.415912951874939,0.5752608684532783,0.3959616364798789,0.11152590045774619
23,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
24,0.1443960011248344,-3.4378364595242292,1.4159102695336974,0.5752810717017132,0.3959740510145489,0.1115290227186288
25,0.14439125644797518,-3.4378449620398097,1.415901532507447,0.5752711234633262,0.39597812409284683,0.11152548011777387
26,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
27,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
28,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
29,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
30,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
31,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
32,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
33,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
34,0.14436134681306576,-3.437871065728739,1.4159001580188328,0.5752463009875547,0.3959676007949859,0.11152071293463652
35,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
36,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
37,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
38,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
39,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
40,0.14436666643944315,-3.4378615328969997,1.4159099537787287,0.5752574547316124,0.3959630341500084,0.11152468482008027
41,-0.7203722837536093,-0.46589319314069494,-0.8453093055072625,0.09295196610686311,-0.23546792991744386,-0.12482599552485935
42,-1.0989207665862284,-1.211926376123218,0.5566194367419546,-0.07689490326316185,0.12210264172285208,-0.04142555352676322
43,-0.8203545739756551,-1.7094802608372952,0.7495989416082486,0.06882620656267326,0.18281740947226238,-0.006015165921649494
44,-0.5892086455336312,-2.142749258660105,0.9278965173426355,0.19037959870505503,0.2395629956417745,0.01236940730884305
45,5.297550902929295,-0.6632793337087863,0.4112139069569755,-1.424645305709193,-0.23781076426070963,-0.19554503914448382
46,5.027312057358792,-2.0406498052670874,0.3654686714027071,-1.7957379553693609,-1.7951739016572148,-0.6636225895262166
47,4.984448278881242,0.8960212493713942,0.6154893402854532,-1.5410823338270838,0.6561565601612279,0.6066623837612422
48,3.6705842173816143,1.1713301296692065,0.5179756575086502,-0.5055618378200623,0.9601579356281995,-0.3517746012338938
49,-0.49670325248538744,-0.27594710809310313,1.3910497834492914,0.8851811859991341,-0.21256567935542767,0.22343214734681824
50,1.2476579176738212,2.3982876469733374,2.970715958771991,2.444567615323758,-0.3949862985752291,0.050566350631850346
51,-0.0838427836602603,-1.4354418166292777,1.6546832703918397,0.9804827112172538,-0.020551594380996574,0.21247946012931557
52,-0.42838965391950834,-2.391055223516571,1.0062019841095295,0.27182524630448784,0.2659093054994515,0.0450350887956142
53,-0.16307824014077593,-2.9173043699595773,1.2339577145408165,0.4138335461181958,0.33762404746313807,0.05876731863273866
54,-0.4802405738112041,-1.7587746506244228,1.0917045231472309,0.4228986500176959,0.13155715150256847,0.0909774069388304
55,-0.32255902513117773,-2.583919266992684,1.0782400657378104,0.330308172554489,0.28877936238339896,0.061944721026318345
56,-0.30005513784569143,-2.6196127349290825,1.0894413411209911,0.342042079294359,0.29228905872823985,0.06716440070355047
57,-0.2845736820961931,-2.6694587964273526,1.1206453137866872,0.35006515330754945,0.30105392889887134,0.05939006377808237
58,-0.20651066209821808,-2.8396830410118867,1.2033363391486072,0.39122682143868964,0.3266339262727594,0.05427832762735198
59,-0.14584665132282937,-2.9607816002801624,1.2569331467406184,0.4227687349416613,0.34255791250370565,0.05694391263699767
60,-0.10785759959998402,-2.968006673280801,1.2256513600308832,0.44321071128642053,0.3362454792496133,0.08804639718614919
